Date;included;brand;packagetype;prijstype;KanaalType;Actie_Type;clusters;inflow;month
2022-01-31;0;GVA;PLUS;PROMO;korting;klantendienst;middel;33;1
2022-01-31;0;GVA;PLUS;PROMO;korting;open comm;groot;94;1
2022-01-31;0;GVA;PLUS;PROMO;korting;open comm;klein;23;1
2022-01-31;0;GVA;PLUS;PROMO;korting;open comm;middel;61;1
2022-01-31;0;GVA;PLUS;PROMO;korting;overig;groot;32;1
2022-01-31;0;GVA;PLUS;PROMO;korting;overig;klein;10;1
2022-01-31;0;GVA;PLUS;PROMO;korting;overig;middel;16;1
2022-01-31;0;GVA;PLUS;PROMO;korting;project;groot;104;1
2022-01-31;0;GVA;PLUS;PROMO;korting;project;klein;20;1
2022-01-31;0;GVA;PLUS;PROMO;korting;project;middel;61;1
2022-01-31;0;GVA;PLUS;PROMO;overig;overig;groot;88;1
2022-01-31;0;GVA;PLUS;PROMO;overig;overig;klein;12;1
2022-01-31;0;GVA;PLUS;PROMO;overig;overig;middel;36;1
2022-01-31;0;GVA;PLUS;PROMO;overig;project;klein;12;1
2022-01-31;0;GVA;PLUS;PROMO;overig;project;middel;17;1
2022-01-31;0;GVA;PLUS;PROMO;tolpoort;tolpoort;groot;822;1
2022-01-31;0;GVA;PLUS;PROMO;tolpoort;tolpoort;klein;177;1
2022-01-31;0;GVA;PLUS;PROMO;tolpoort;tolpoort;middel;511;1
2022-01-31;0;GVA;PLUS;PROMO;vitrine;project;groot;445;1
2022-01-31;0;GVA;PLUS;PROMO;vitrine;project;klein;93;1
2022-01-31;0;GVA;PLUS;PROMO;vitrine;project;middel;296;1
2022-01-31;0;GVA;PLUS;STUNT;tolpoort;tolpoort;groot;508;1
2022-01-31;0;GVA;PLUS;STUNT;tolpoort;tolpoort;klein;58;1
2022-01-31;0;GVA;PLUS;STUNT;tolpoort;tolpoort;middel;250;1
2022-01-31;0;GVA;ZADI;BASE;korting;klantendienst;groot;368;1
2022-01-31;0;GVA;ZADI;BASE;korting;klantendienst;klein;31;1
2022-01-31;0;GVA;ZADI;BASE;korting;klantendienst;middel;257;1
2022-01-31;0;GVA;ZADI;BASE;korting;overig;klein;42;1
2022-01-31;0;GVA;ZADI;BASE;korting;overig;middel;114;1
2022-01-31;0;GVA;ZADI;BASE;tolpoort;tolpoort;klein;15;1
2022-01-31;0;GVA;ZADI;BASE;vitrine;project;groot;138;1
2022-01-31;0;GVA;ZADI;BASE;vitrine;project;klein;26;1
2022-01-31;0;GVA;ZADI;BASE;vitrine;project;middel;59;1
2022-01-31;0;GVA;ZADI;FREE;gratis maanden;Gratis maanden;klein;28;1
2022-01-31;0;GVA;ZADI;FREE;korting;klantendienst;klein;32;1
2022-01-31;0;GVA;ZADI;PROMO;geschenk;geschenkactie;groot;136;1
2022-01-31;0;GVA;ZADI;PROMO;geschenk;geschenkactie;klein;27;1
2022-01-31;0;GVA;ZADI;PROMO;geschenk;geschenkactie;middel;73;1
2022-01-31;0;GVA;ZADI;PROMO;gratis maanden;Gratis maanden;klein;552;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;koppelverkoop;groot;42;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;koppelverkoop;klein;14;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;koppelverkoop;middel;25;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;open comm;groot;212;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;open comm;klein;29;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;open comm;middel;72;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;project;groot;138;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;project;klein;13;1
2022-01-31;0;GVA;ZADI;PROMO;koppelverkoop;project;middel;37;1
2022-01-31;0;GVA;ZADI;PROMO;korting;content;klein;190;1
2022-01-31;0;GVA;ZADI;PROMO;korting;dm;groot;88;1
2022-01-31;0;GVA;ZADI;PROMO;korting;dm;klein;22;1
2022-01-31;0;GVA;ZADI;PROMO;korting;dm;middel;47;1
2022-01-31;0;GVA;ZADI;PROMO;korting;klantendienst;groot;212;1
2022-01-31;0;GVA;ZADI;PROMO;korting;klantendienst;klein;28;1
2022-01-31;0;GVA;ZADI;PROMO;korting;klantendienst;middel;132;1
2022-01-31;0;GVA;ZADI;PROMO;korting;mailing;groot;19;1
2022-01-31;0;GVA;ZADI;PROMO;korting;mailing;middel;12;1
2022-01-31;0;GVA;ZADI;PROMO;korting;open comm;groot;123;1
2022-01-31;0;GVA;ZADI;PROMO;korting;open comm;klein;20;1
2022-01-31;0;GVA;ZADI;PROMO;korting;open comm;middel;63;1
2022-01-31;0;GVA;ZADI;PROMO;korting;overig;groot;60;1
2022-01-31;0;GVA;ZADI;PROMO;korting;overig;klein;16;1
2022-01-31;0;GVA;ZADI;PROMO;korting;overig;middel;33;1
2022-01-31;0;GVA;ZADI;PROMO;korting;project;groot;129;1
2022-01-31;0;GVA;ZADI;PROMO;korting;project;klein;27;1
2022-01-31;0;GVA;ZADI;PROMO;korting;project;middel;65;1
2022-01-31;0;GVA;ZADI;PROMO;korting;winback;groot;35;1
2022-01-31;0;GVA;ZADI;PROMO;korting;winback;klein;13;1
2022-01-31;0;GVA;ZADI;PROMO;korting;winback;middel;22;1
2022-01-31;0;GVA;ZADI;PROMO;overig;open comm;groot;30;1
2022-01-31;0;GVA;ZADI;PROMO;overig;open comm;klein;17;1
2022-01-31;0;GVA;ZADI;PROMO;overig;open comm;middel;26;1
2022-01-31;0;GVA;ZADI;PROMO;overig;overig;groot;328;1
2022-01-31;0;GVA;ZADI;PROMO;overig;overig;klein;29;1
2022-01-31;0;GVA;ZADI;PROMO;overig;overig;middel;170;1
2022-01-31;0;GVA;ZADI;PROMO;overig;project;groot;295;1
2022-01-31;0;GVA;ZADI;PROMO;overig;project;klein;42;1
2022-01-31;0;GVA;ZADI;PROMO;overig;project;middel;204;1
2022-01-31;0;GVA;ZADI;PROMO;stunt;1week1euro;groot;1366;1
2022-01-31;0;GVA;ZADI;PROMO;stunt;1week1euro;klein;38;1
2022-01-31;0;GVA;ZADI;PROMO;stunt;1week1euro;middel;884;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;mailing;groot;26;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;mailing;klein;11;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;mailing;middel;18;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;project;groot;80;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;project;klein;36;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;project;middel;52;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;tolpoort;groot;404;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;tolpoort;klein;99;1
2022-01-31;0;GVA;ZADI;PROMO;tolpoort;tolpoort;middel;249;1
2022-01-31;0;GVA;ZADI;PROMO;vitrine;geschenkactie;klein;24;1
2022-01-31;0;GVA;ZADI;PROMO;vitrine;project;groot;305;1
2022-01-31;0;GVA;ZADI;PROMO;vitrine;project;klein;25;1
2022-01-31;0;GVA;ZADI;PROMO;vitrine;project;middel;100;1
2022-01-31;0;GVA;ZADI;SPONSOR;gratis maanden;Gratis maanden;groot;791;1
2022-01-31;0;GVA;ZADI;SPONSOR;gratis maanden;Gratis maanden;klein;70;1
2022-01-31;0;GVA;ZADI;SPONSOR;gratis maanden;Gratis maanden;middel;464;1
2022-01-31;0;GVA;ZADI;STUNT;stunt;1week1euro;groot;2010;1
2022-01-31;0;GVA;ZADI;STUNT;stunt;1week1euro;klein;18;1
2022-01-31;0;GVA;ZADI;STUNT;stunt;1week1euro;middel;360;1
2022-01-31;0;GVA;ZADI;STUNT;tolpoort;tolpoort;groot;328;1
2022-01-31;0;GVA;ZADI;STUNT;tolpoort;tolpoort;klein;66;1
2022-01-31;0;GVA;ZADI;STUNT;tolpoort;tolpoort;middel;166;1
2022-01-31;0;NB;DIGI;BASE;korting;klantendienst;groot;707;1
2022-01-31;0;NB;DIGI;BASE;korting;klantendienst;klein;56;1
2022-01-31;0;NB;DIGI;BASE;korting;klantendienst;middel;450;1
2022-01-31;0;NB;DIGI;BASE;korting;project;groot;765;1
2022-01-31;0;NB;DIGI;BASE;korting;project;klein;89;1
2022-01-31;0;NB;DIGI;BASE;korting;project;middel;338;1
2022-01-31;0;NB;DIGI;BASE;korting;student;klein;12;1
2022-01-31;0;NB;DIGI;BASE;vitrine;overig;groot;54;1
2022-01-31;0;NB;DIGI;BASE;vitrine;overig;klein;16;1
2022-01-31;0;NB;DIGI;BASE;vitrine;overig;middel;27;1
2022-01-31;0;NB;DIGI;BASE;vitrine;project;groot;229;1
2022-01-31;0;NB;DIGI;BASE;vitrine;project;klein;36;1
2022-01-31;0;NB;DIGI;BASE;vitrine;project;middel;119;1
2022-01-31;0;NB;DIGI;PROMO;gratis maanden;Gratis maanden;klein;10;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;koppelverkoop;groot;6464;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;koppelverkoop;klein;35;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;koppelverkoop;middel;2099;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;open comm;groot;635;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;open comm;klein;37;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;open comm;middel;263;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;project;groot;93;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;project;klein;20;1
2022-01-31;0;NB;DIGI;PROMO;koppelverkoop;project;middel;33;1
2022-01-31;0;NB;DIGI;PROMO;korting;dm;klein;15;1
2022-01-31;0;NB;DIGI;PROMO;korting;klantendienst;groot;269;1
2022-01-31;0;NB;DIGI;PROMO;korting;klantendienst;klein;48;1
2022-01-31;0;NB;DIGI;PROMO;korting;klantendienst;middel;136;1
2022-01-31;0;NB;DIGI;PROMO;korting;mailing;groot;38;1
2022-01-31;0;NB;DIGI;PROMO;korting;mailing;klein;15;1
2022-01-31;0;NB;DIGI;PROMO;korting;mailing;middel;25;1
2022-01-31;0;NB;DIGI;PROMO;korting;overig;groot;32;1
2022-01-31;0;NB;DIGI;PROMO;korting;overig;klein;10;1
2022-01-31;0;NB;DIGI;PROMO;korting;overig;middel;16;1
2022-01-31;0;NB;DIGI;PROMO;korting;project;groot;338;1
2022-01-31;0;NB;DIGI;PROMO;korting;project;klein;43;1
2022-01-31;0;NB;DIGI;PROMO;korting;project;middel;170;1
2022-01-31;0;NB;DIGI;PROMO;korting;student;groot;24;1
2022-01-31;0;NB;DIGI;PROMO;korting;student;klein;12;1
2022-01-31;0;NB;DIGI;PROMO;korting;student;middel;19;1
2022-01-31;0;NB;DIGI;PROMO;korting;winback;groot;45;1
2022-01-31;0;NB;DIGI;PROMO;korting;winback;klein;16;1
2022-01-31;0;NB;DIGI;PROMO;korting;winback;middel;28;1
2022-01-31;0;NB;DIGI;PROMO;overig;overig;groot;3912;1
2022-01-31;0;NB;DIGI;PROMO;overig;overig;klein;454;1
2022-01-31;0;NB;DIGI;PROMO;overig;overig;middel;2069;1
2022-01-31;0;NB;DIGI;PROMO;overig;project;klein;21;1
2022-01-31;0;NB;DIGI;PROMO;overig;project;middel;30;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;overig;groot;16;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;overig;middel;12;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;project;groot;237;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;project;klein;26;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;project;middel;113;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;tolpoort;groot;75;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;tolpoort;klein;13;1
2022-01-31;0;NB;DIGI;PROMO;tolpoort;tolpoort;middel;29;1
2022-01-31;0;NB;DIGI;PROMO;vitrine;overig;groot;190;1
2022-01-31;0;NB;DIGI;PROMO;vitrine;overig;klein;27;1
2022-01-31;0;NB;DIGI;PROMO;vitrine;overig;middel;134;1
2022-01-31;0;NB;DIGI;PROMO;vitrine;project;groot;647;1
2022-01-31;0;NB;DIGI;PROMO;vitrine;project;klein;80;1
2022-01-31;0;NB;DIGI;PROMO;vitrine;project;middel;324;1
2022-01-31;0;NB;DIGI;SPONSOR;korting;klantendienst;middel;29;1
2022-01-31;0;NB;DIGI;SPONSOR;korting;project;groot;110;1
2022-01-31;0;NB;DIGI;SPONSOR;korting;project;klein;14;1
2022-01-31;0;NB;DIGI;SPONSOR;korting;project;middel;36;1
2022-01-31;0;NB;DIGI;SPONSOR;vitrine;overig;klein;12;1
2022-01-31;0;NB;DIGI;STUNT;korting;klantendienst;klein;29;1
2022-01-31;0;NB;DIGI;STUNT;korting;project;klein;26;1
2022-01-31;0;NB;DIGI;STUNT;tolpoort;project;klein;16;1
2022-01-31;0;NB;DIGI;STUNT;tolpoort;project;middel;28;1
2022-01-31;0;NB;DIGI;STUNT;tolpoort;tolpoort;groot;195;1
2022-01-31;0;NB;DIGI;STUNT;tolpoort;tolpoort;klein;16;1
2022-01-31;0;NB;DIGI;STUNT;tolpoort;tolpoort;middel;95;1
2022-01-31;0;NB;DIGI;STUNT;vitrine;overig;groot;39;1
2022-01-31;0;NB;DIGI;STUNT;vitrine;overig;klein;18;1
2022-01-31;0;NB;DIGI;STUNT;vitrine;overig;middel;33;1
2022-01-31;0;NB;DIGI;STUNT;vitrine;project;groot;159;1
2022-01-31;0;NB;DIGI;STUNT;vitrine;project;klein;30;1
2022-01-31;0;NB;DIGI;STUNT;vitrine;project;middel;78;1
2022-01-31;0;NB;FRACTIONS;BASE;korting;klantendienst;groot;280;1
2022-01-31;0;NB;FRACTIONS;BASE;korting;klantendienst;klein;69;1
2022-01-31;0;NB;FRACTIONS;BASE;korting;klantendienst;middel;150;1
2022-01-31;0;NB;FRACTIONS;BASE;korting;project;groot;512;1
2022-01-31;0;NB;FRACTIONS;BASE;korting;project;klein;82;1
2022-01-31;0;NB;FRACTIONS;BASE;korting;project;middel;308;1
2022-01-31;0;NB;FRACTIONS;BASE;vitrine;overig;klein;15;1
2022-01-31;0;NB;FRACTIONS;BASE;vitrine;project;groot;259;1
2022-01-31;0;NB;FRACTIONS;BASE;vitrine;project;klein;30;1
2022-01-31;0;NB;FRACTIONS;BASE;vitrine;project;middel;87;1
2022-01-31;0;NB;FRACTIONS;PROMO;geschenk;geschenkactie;groot;160;1
2022-01-31;0;NB;FRACTIONS;PROMO;geschenk;geschenkactie;klein;25;1
2022-01-31;0;NB;FRACTIONS;PROMO;geschenk;geschenkactie;middel;68;1
2022-01-31;0;NB;FRACTIONS;PROMO;gratis maanden;Gratis maanden;klein;12;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;klantendienst;groot;203;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;klantendienst;klein;30;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;klantendienst;middel;100;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;mailing;klein;10;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;overig;klein;20;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;project;groot;3845;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;project;klein;63;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;project;middel;1511;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;student;groot;48;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;student;klein;12;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;student;middel;24;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;winback;groot;65;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;winback;klein;18;1
2022-01-31;0;NB;FRACTIONS;PROMO;korting;winback;middel;39;1
2022-01-31;0;NB;FRACTIONS;PROMO;vitrine;project;groot;156;1
2022-01-31;0;NB;FRACTIONS;PROMO;vitrine;project;klein;38;1
2022-01-31;0;NB;FRACTIONS;PROMO;vitrine;project;middel;97;1
2022-01-31;0;NB;FULL;BASE;gratis maanden;Gratis maanden;klein;16;1
2022-01-31;0;NB;FULL;BASE;koppelverkoop;koppelverkoop;klein;12;1
2022-01-31;0;NB;FULL;BASE;koppelverkoop;open comm;groot;15;1
2022-01-31;0;NB;FULL;BASE;koppelverkoop;open comm;klein;11;1
2022-01-31;0;NB;FULL;BASE;koppelverkoop;open comm;middel;13;1
2022-01-31;0;NB;FULL;BASE;korting;klantendienst;groot;1747;1
2022-01-31;0;NB;FULL;BASE;korting;klantendienst;klein;68;1
2022-01-31;0;NB;FULL;BASE;korting;klantendienst;middel;1113;1
2022-01-31;0;NB;FULL;BASE;korting;overig;klein;14;1
2022-01-31;0;NB;FULL;BASE;korting;project;groot;6746;1
2022-01-31;0;NB;FULL;BASE;korting;project;klein;262;1
2022-01-31;0;NB;FULL;BASE;korting;project;middel;4345;1
2022-01-31;0;NB;FULL;BASE;korting;student;klein;12;1
2022-01-31;0;NB;FULL;BASE;korting;winback;klein;14;1
2022-01-31;0;NB;FULL;BASE;korting;winback;middel;16;1
2022-01-31;0;NB;FULL;BASE;vitrine;geschenkactie;klein;18;1
2022-01-31;0;NB;FULL;BASE;vitrine;overig;groot;277;1
2022-01-31;0;NB;FULL;BASE;vitrine;overig;klein;38;1
2022-01-31;0;NB;FULL;BASE;vitrine;overig;middel;132;1
2022-01-31;0;NB;FULL;BASE;vitrine;project;groot;536;1
2022-01-31;0;NB;FULL;BASE;vitrine;project;klein;220;1
2022-01-31;0;NB;FULL;BASE;vitrine;project;middel;362;1
2022-01-31;0;NB;FULL;FREE;gratis maanden;Gratis maanden;klein;501;1
2022-01-31;0;NB;FULL;FREE;korting;project;middel;26;1
2022-01-31;0;NB;FULL;PROMO;geschenk;geschenkactie;groot;3351;1
2022-01-31;0;NB;FULL;PROMO;geschenk;geschenkactie;klein;214;1
2022-01-31;0;NB;FULL;PROMO;geschenk;geschenkactie;middel;959;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;Gratis maanden;groot;601;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;Gratis maanden;klein;111;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;Gratis maanden;middel;288;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;content;klein;13;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;content;middel;16;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;mailing;groot;272;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;mailing;klein;22;1
2022-01-31;0;NB;FULL;PROMO;gratis maanden;mailing;middel;98;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;koppelverkoop;groot;9453;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;koppelverkoop;klein;108;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;koppelverkoop;middel;4208;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;open comm;groot;2594;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;open comm;klein;305;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;open comm;middel;1363;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;project;groot;386;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;project;klein;36;1
2022-01-31;0;NB;FULL;PROMO;koppelverkoop;project;middel;122;1
2022-01-31;0;NB;FULL;PROMO;korting;content;groot;774;1
2022-01-31;0;NB;FULL;PROMO;korting;content;klein;217;1
2022-01-31;0;NB;FULL;PROMO;korting;content;middel;474;1
2022-01-31;0;NB;FULL;PROMO;korting;dm;groot;927;1
2022-01-31;0;NB;FULL;PROMO;korting;dm;klein;140;1
2022-01-31;0;NB;FULL;PROMO;korting;dm;middel;492;1
2022-01-31;0;NB;FULL;PROMO;korting;klantendienst;groot;4113;1
2022-01-31;0;NB;FULL;PROMO;korting;klantendienst;klein;142;1
2022-01-31;0;NB;FULL;PROMO;korting;klantendienst;middel;1184;1
2022-01-31;0;NB;FULL;PROMO;korting;mailing;groot;3073;1
2022-01-31;0;NB;FULL;PROMO;korting;mailing;klein;290;1
2022-01-31;0;NB;FULL;PROMO;korting;mailing;middel;1133;1
2022-01-31;0;NB;FULL;PROMO;korting;open comm;groot;934;1
2022-01-31;0;NB;FULL;PROMO;korting;open comm;klein;21;1
2022-01-31;0;NB;FULL;PROMO;korting;open comm;middel;171;1
2022-01-31;0;NB;FULL;PROMO;korting;overig;groot;1260;1
2022-01-31;0;NB;FULL;PROMO;korting;overig;klein;90;1
2022-01-31;0;NB;FULL;PROMO;korting;overig;middel;437;1
2022-01-31;0;NB;FULL;PROMO;korting;project;groot;5933;1
2022-01-31;0;NB;FULL;PROMO;korting;project;klein;1064;1
2022-01-31;0;NB;FULL;PROMO;korting;project;middel;2592;1
2022-01-31;0;NB;FULL;PROMO;korting;student;groot;765;1
2022-01-31;0;NB;FULL;PROMO;korting;student;klein;44;1
2022-01-31;0;NB;FULL;PROMO;korting;student;middel;402;1
2022-01-31;0;NB;FULL;PROMO;korting;winback;groot;2664;1
2022-01-31;0;NB;FULL;PROMO;korting;winback;klein;234;1
2022-01-31;0;NB;FULL;PROMO;korting;winback;middel;1413;1
2022-01-31;0;NB;FULL;PROMO;overig;mailing;groot;204;1
2022-01-31;0;NB;FULL;PROMO;overig;mailing;klein;21;1
2022-01-31;0;NB;FULL;PROMO;overig;mailing;middel;81;1
2022-01-31;0;NB;FULL;PROMO;overig;open comm;groot;1104;1
2022-01-31;0;NB;FULL;PROMO;overig;open comm;klein;127;1
2022-01-31;0;NB;FULL;PROMO;overig;open comm;middel;412;1
2022-01-31;0;NB;FULL;PROMO;overig;overig;groot;540;1
2022-01-31;0;NB;FULL;PROMO;overig;overig;klein;101;1
2022-01-31;0;NB;FULL;PROMO;overig;overig;middel;332;1
2022-01-31;0;NB;FULL;PROMO;overig;project;groot;1415;1
2022-01-31;0;NB;FULL;PROMO;overig;project;klein;80;1
2022-01-31;0;NB;FULL;PROMO;overig;project;middel;586;1
2022-01-31;0;NB;FULL;PROMO;overig;student;groot;186;1
2022-01-31;0;NB;FULL;PROMO;overig;student;klein;56;1
2022-01-31;0;NB;FULL;PROMO;overig;student;middel;120;1
2022-01-31;0;NB;FULL;PROMO;stunt;1week1euro;klein;13;1
2022-01-31;0;NB;FULL;PROMO;stunt;1week1euro;middel;35;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;overig;groot;66;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;overig;klein;17;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;overig;middel;40;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;project;groot;226;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;project;klein;38;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;project;middel;122;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;tolpoort;groot;23;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;tolpoort;klein;14;1
2022-01-31;0;NB;FULL;PROMO;tolpoort;tolpoort;middel;18;1
2022-01-31;0;NB;FULL;PROMO;vitrine;geschenkactie;groot;654;1
2022-01-31;0;NB;FULL;PROMO;vitrine;geschenkactie;klein;73;1
2022-01-31;0;NB;FULL;PROMO;vitrine;geschenkactie;middel;198;1
2022-01-31;0;NB;FULL;PROMO;vitrine;overig;groot;105;1
2022-01-31;0;NB;FULL;PROMO;vitrine;overig;klein;18;1
2022-01-31;0;NB;FULL;PROMO;vitrine;overig;middel;71;1
2022-01-31;0;NB;FULL;PROMO;vitrine;project;groot;2057;1
2022-01-31;0;NB;FULL;PROMO;vitrine;project;klein;579;1
2022-01-31;0;NB;FULL;PROMO;vitrine;project;middel;1043;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;Gratis maanden;groot;4592;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;Gratis maanden;klein;258;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;Gratis maanden;middel;2291;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;mailing;klein;224;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;mailing;middel;558;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;project;groot;22;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;project;klein;12;1
2022-01-31;0;NB;FULL;SPONSOR;gratis maanden;project;middel;18;1
2022-01-31;0;NB;FULL;SPONSOR;korting;klantendienst;middel;29;1
2022-01-31;0;NB;FULL;SPONSOR;korting;overig;middel;10;1
2022-01-31;0;NB;FULL;SPONSOR;korting;project;klein;584;1
2022-01-31;0;NB;FULL;SPONSOR;korting;student;klein;12;1
2022-01-31;0;NB;FULL;STUNT;korting;klantendienst;groot;174;1
2022-01-31;0;NB;FULL;STUNT;korting;klantendienst;klein;29;1
2022-01-31;0;NB;FULL;STUNT;korting;klantendienst;middel;87;1
2022-01-31;0;NB;FULL;STUNT;korting;project;groot;164;1
2022-01-31;0;NB;FULL;STUNT;korting;project;klein;78;1
2022-01-31;0;NB;FULL;STUNT;korting;project;middel;104;1
2022-01-31;0;NB;FULL;STUNT;vitrine;project;groot;796;1
2022-01-31;0;NB;FULL;STUNT;vitrine;project;klein;322;1
2022-01-31;0;NB;FULL;STUNT;vitrine;project;middel;575;1
2022-01-31;0;NB;PLUS;BASE;korting;klantendienst;groot;653;1
2022-01-31;0;NB;PLUS;BASE;korting;klantendienst;klein;162;1
2022-01-31;0;NB;PLUS;BASE;korting;klantendienst;middel;393;1
2022-01-31;0;NB;PLUS;BASE;korting;project;klein;60;1
2022-01-31;0;NB;PLUS;BASE;korting;project;middel;105;1
2022-01-31;0;NB;PLUS;BASE;tolpoort;project;groot;21;1
2022-01-31;0;NB;PLUS;BASE;tolpoort;project;klein;14;1
2022-01-31;0;NB;PLUS;BASE;tolpoort;project;middel;15;1
2022-01-31;0;NB;PLUS;BASE;tolpoort;tolpoort;groot;401;1
2022-01-31;0;NB;PLUS;BASE;tolpoort;tolpoort;klein;43;1
2022-01-31;0;NB;PLUS;BASE;tolpoort;tolpoort;middel;207;1
2022-01-31;0;NB;PLUS;BASE;vitrine;project;groot;1450;1
2022-01-31;0;NB;PLUS;BASE;vitrine;project;klein;347;1
2022-01-31;0;NB;PLUS;BASE;vitrine;project;middel;723;1
2022-01-31;0;NB;PLUS;PROMO;korting;content;groot;346;1
2022-01-31;0;NB;PLUS;PROMO;korting;content;klein;79;1
2022-01-31;0;NB;PLUS;PROMO;korting;content;middel;185;1
2022-01-31;0;NB;PLUS;PROMO;korting;klantendienst;groot;1682;1
2022-01-31;0;NB;PLUS;PROMO;korting;klantendienst;klein;92;1
2022-01-31;0;NB;PLUS;PROMO;korting;klantendienst;middel;459;1
2022-01-31;0;NB;PLUS;PROMO;korting;mailing;groot;40;1
2022-01-31;0;NB;PLUS;PROMO;korting;mailing;klein;10;1
2022-01-31;0;NB;PLUS;PROMO;korting;mailing;middel;30;1
2022-01-31;0;NB;PLUS;PROMO;korting;open comm;groot;282;1
2022-01-31;0;NB;PLUS;PROMO;korting;open comm;klein;27;1
2022-01-31;0;NB;PLUS;PROMO;korting;open comm;middel;175;1
2022-01-31;0;NB;PLUS;PROMO;korting;overig;groot;69;1
2022-01-31;0;NB;PLUS;PROMO;korting;overig;klein;16;1
2022-01-31;0;NB;PLUS;PROMO;korting;overig;middel;45;1
2022-01-31;0;NB;PLUS;PROMO;korting;project;groot;412;1
2022-01-31;0;NB;PLUS;PROMO;korting;project;klein;81;1
2022-01-31;0;NB;PLUS;PROMO;korting;project;middel;197;1
