brand;print;subscr_type;pricecat;Date;forecast;currentcheck;newcheck;inflow_transformers;inflow_switchers;churncheck;trans_outflow;switcher_outflow;nettosaldo;churnpercentage
DS;Print;FULL;PROMO;2017-04-30;0;6007.0;350;101;2;447;297;29;0.0;0.071807
DS;Print;FULL;PROMO;2017-05-31;0;5889.0;238;114;4;362;245;28;0.0;0.060263
DS;Print;FULL;PROMO;2017-06-30;0;5768.0;196;101;6;218;220;9;0.0;0.037018
DS;Print;FULL;PROMO;2017-07-31;0;5588.0;168;97;3;232;266;11;0.0;0.040222
DS;Print;FULL;PROMO;2017-08-31;0;5537.0;298;96;2;243;237;9;0.0;0.043486
DS;Print;FULL;PROMO;2017-09-30;0;5678.0;505;94;9;261;276;19;0.0;0.047137
DS;Print;FULL;PROMO;2017-10-31;0;5637.0;323;104;9;280;273;23;0.0;0.049313
DS;Print;FULL;PROMO;2017-11-30;0;5447.0;297;90;4;224;397;19;0.0;0.039737
DS;Print;FULL;PROMO;2017-12-31;0;5313.0;280;72;4;176;367;15;0.0;0.032311
DS;Print;FULL;PROMO;2018-01-31;0;5432.0;413;113;0;179;299;16;0.0;0.033691
DS;Print;FULL;PROMO;2018-02-28;0;5422.0;382;103;4;314;245;16;0.0;0.057806
DS;Print;FULL;PROMO;2018-03-31;0;5359.0;318;108;4;388;273;24;0.0;0.07156
DS;Print;FULL;PROMO;2018-04-30;0;5199.0;250;83;5;341;239;17;0.0;0.063631
DS;Print;FULL;PROMO;2018-05-31;0;4934.0;174;67;6;244;296;21;0.0;0.046932
DS;Print;FULL;PROMO;2018-06-30;0;4775.0;221;77;3;248;253;17;0.0;0.050263
DS;Print;FULL;PROMO;2018-07-31;0;4681.0;187;69;5;176;243;10;0.0;0.036859
DS;Print;FULL;PROMO;2018-08-31;0;4534.0;200;53;8;177;239;16;0.0;0.037812
DS;Print;FULL;PROMO;2018-09-30;0;4554.0;376;85;12;225;212;21;0.0;0.049625
DS;Print;FULL;PROMO;2018-10-31;0;4716.0;412;119;31;249;235;13;0.0;0.054677
DS;Print;FULL;PROMO;2018-11-30;0;4869.0;342;77;11;152;185;19;0.0;0.032231
DS;Print;FULL;PROMO;2018-12-31;0;4950.0;349;120;7;166;271;17;0.0;0.034093
DS;Print;FULL;PROMO;2019-01-31;0;5139.0;451;126;15;199;228;12;0.0;0.040202
DS;Print;FULL;PROMO;2019-02-28;0;7778.0;333;2665;12;202;290;18;0.0;0.039307
DS;Print;FULL;PROMO;2019-03-31;0;9335.0;258;1864;5;277;268;29;0.0;0.035613
DS;Print;FULL;PROMO;2019-04-30;0;10202.0;227;1038;12;299;219;22;0.0;0.03203
DS;Print;FULL;PROMO;2019-05-31;0;10812.0;290;766;7;267;201;27;0.0;0.026171
DS;Print;FULL;PROMO;2019-06-30;0;10966.0;183;457;8;221;174;15;0.0;0.02044
DS;Print;FULL;PROMO;2019-07-31;0;10994.0;156;177;5;203;215;18;0.0;0.018512
DS;Print;FULL;PROMO;2019-08-31;0;10848.0;159;104;3;213;173;23;0.0;0.019374
DS;Print;FULL;PROMO;2019-09-30;0;10804.0;302;78;6;249;214;26;0.0;0.022954
DS;Print;FULL;PROMO;2019-10-31;0;10800.0;356;70;24;253;273;35;0.0;0.023417
DS;Print;FULL;PROMO;2019-11-30;0;10673.0;269;66;6;227;239;31;0.0;0.021019
DS;Print;FULL;PROMO;2019-12-31;0;10500.0;189;86;1;215;238;9;0.0;0.020144
DS;Print;FULL;PROMO;2020-01-31;0;10541.0;276;196;4;173;250;12;0.0;0.016476
DS;Print;FULL;PROMO;2020-02-29;0;10449.0;264;148;10;228;341;22;0.0;0.02163
DS;Print;FULL;PROMO;2020-03-31;0;10122.0;337;154;6;195;624;27;0.0;0.018662
DS;Print;FULL;PROMO;2020-04-30;0;9995.0;591;115;8;321;591;32;0.0;0.031713
DS;Print;FULL;PROMO;2020-05-31;0;9409.0;329;104;9;233;794;43;0.0;0.023312
DS;Print;FULL;PROMO;2020-06-30;0;8955.0;263;91;11;203;607;26;0.0;0.021575
DS;Print;FULL;PROMO;2020-07-31;0;8797.0;171;161;5;165;306;28;0.0;0.018425
DS;Print;FULL;PROMO;2020-08-31;0;8727.0;118;173;3;127;230;14;0.0;0.014437
DS;Print;FULL;PROMO;2020-09-30;0;8621.0;143;183;6;165;265;24;0.0;0.018907
DS;Print;FULL;PROMO;2020-10-31;0;6881.0;318;199;8;240;2052;33;0.0;0.027839
DS;Print;FULL;PROMO;2020-11-30;0;6006.0;264;159;9;146;1157;23;0.0;0.021218
DS;Print;FULL;PROMO;2020-12-31;0;6008.0;288;140;4;107;318;17;0.0;0.017816
DS;Print;FULL;PROMO;2021-01-31;0;6246.0;337;164;8;93;274;14;0.0;0.015479
DS;Print;FULL;PROMO;2021-02-28;0;6307.0;229;168;5;110;295;19;0.0;0.017611
DS;Print;FULL;PROMO;2021-03-31;0;6246.0;226;135;8;147;331;19;0.0;0.023307
DS;Print;FULL;PROMO;2021-04-30;0;6016.0;152;108;5;218;317;20;0.0;0.034902
DS;Print;FULL;PROMO;2021-05-31;0;5843.0;183;121;10;175;275;29;0.0;0.029089
DS;Print;FULL;PROMO;2021-06-30;0;5722.0;146;91;3;143;240;10;0.0;0.024474
DS;Print;FULL;PROMO;2021-07-31;1;5643.0;130;95;3;121;171;15;79.0;0.021146
DS;Print;FULL;PROMO;2021-08-31;1;5644.0;138;115;3;108;136;11;-1.0;0.019139
DS;Print;FULL;PROMO;2021-09-30;1;5664.0;156;132;7;136;121;18;-20.0;0.024096
DS;Print;FULL;PROMO;2021-10-31;1;5806.0;318;151;16;190;129;24;-142.0;0.033545
DS;Print;FULL;PROMO;2021-11-30;1;5948.0;207;206;6;114;145;18;-142.0;0.019635
DS;Print;FULL;PROMO;2021-12-31;1;5944.0;221;175;3;95;297;11;4.0;0.015972
DS;Print;FULL;PROMO;2022-01-31;1;6225.0;360;205;5;87;193;9;-281.0;0.014637
DS;Print;FULL;PROMO;2022-02-28;1;6646.0;116;621;7;102;206;15;-421.0;0.016386
DS;Print;FULL;PROMO;2022-03-31;1;6909.0;283;482;5;152;336;19;-263.0;0.022871
DS;Print;FULL;PROMO;2022-04-30;1;7365.0;501;322;6;247;108;18;-456.0;0.03575
DS;Print;FULL;PROMO;2022-05-31;1;7478.0;286;276;7;165;264;27;-113.0;0.022403
DS;Print;FULL;PROMO;2022-06-30;1;7370.0;288;216;5;136;468;13;108.0;0.018187
DS;Print;FULL;PROMO;2022-07-31;1;7324.0;149;180;4;97;267;15;46.0;0.013161
DS;Print;FULL;PROMO;2022-08-31;1;7297.0;157;175;3;82;269;11;27.0;0.011196
DS;Print;FULL;PROMO;2022-09-30;1;7389.0;175;176;7;110;139;17;-92.0;0.015075
DS;Print;FULL;PROMO;2022-10-31;1;7596.0;338;186;17;165;146;23;-207.0;0.02233
DS;Print;FULL;PROMO;2022-11-30;1;7795.0;226;234;7;88;163;17;-199.0;0.011585
DS;Print;FULL;PROMO;2022-12-31;1;7844.0;240;200;3;69;316;9;-49.0;0.008852
DS;Print;FULL;STUDENTS;2015-01-31;0;4308.0;183;29;1;126;58;4;0.0;0.0
DS;Print;FULL;STUDENTS;2015-02-28;0;4325.0;116;26;1;89;25;4;0.0;0.020659
DS;Print;FULL;STUDENTS;2015-03-31;0;4363.0;144;15;1;91;32;7;0.0;0.02104
DS;Print;FULL;STUDENTS;2015-04-30;0;4345.0;77;14;0;93;32;5;0.0;0.021316
DS;Print;FULL;STUDENTS;2015-05-31;0;4235.0;59;4;1;101;30;3;0.0;0.023245
DS;Print;FULL;STUDENTS;2015-06-30;0;4143.0;64;4;0;170;28;3;0.0;0.040142
DS;Print;FULL;STUDENTS;2015-07-31;0;3849.0;48;9;0;321;32;3;0.0;0.07748
DS;Print;FULL;STUDENTS;2015-08-31;0;3719.0;57;6;2;156;30;6;0.0;0.04053
DS;Print;FULL;STUDENTS;2015-09-30;0;3685.0;193;5;4;176;39;5;0.0;0.047325
DS;Print;FULL;STUDENTS;2015-10-31;0;3850.0;407;20;3;232;42;8;0.0;0.062958
DS;Print;FULL;STUDENTS;2015-11-30;0;3908.0;212;13;1;135;32;6;0.0;0.035065
DS;Print;FULL;STUDENTS;2015-12-31;0;3873.0;108;15;1;140;30;2;0.0;0.035824
DS;Print;FULL;STUDENTS;2016-01-31;0;3848.0;146;9;1;93;24;3;0.0;0.024012
DS;Print;FULL;STUDENTS;2016-02-29;0;3897.0;96;4;1;75;31;8;0.0;0.019491
DS;Print;FULL;STUDENTS;2016-03-31;0;3859.0;106;4;3;106;35;3;0.0;0.0272
DS;Print;FULL;STUDENTS;2016-04-30;0;3778.0;74;6;0;127;35;8;0.0;0.03291
DS;Print;FULL;STUDENTS;2016-05-31;0;3670.0;61;6;3;132;40;7;0.0;0.034939
DS;Print;FULL;STUDENTS;2016-06-30;0;3554.0;57;9;1;153;27;4;0.0;0.041689
DS;Print;FULL;STUDENTS;2016-07-31;0;3350.0;36;5;1;158;56;4;0.0;0.044457
DS;Print;FULL;STUDENTS;2016-08-31;0;3251.0;64;7;0;133;58;2;0.0;0.039701
DS;Print;FULL;STUDENTS;2016-09-30;0;3183.0;112;13;0;137;49;3;0.0;0.042141
DS;Print;FULL;STUDENTS;2016-10-31;0;3233.0;250;15;3;181;38;5;0.0;0.056865
DS;Print;FULL;STUDENTS;2016-11-30;0;3295.0;186;23;1;115;35;5;0.0;0.035571
DS;Print;FULL;STUDENTS;2016-12-31;0;3318.0;107;20;1;81;30;8;0.0;0.024583
DS;Print;FULL;STUDENTS;2017-01-31;0;3300.0;104;6;0;98;24;7;0.0;0.029536
DS;Print;FULL;STUDENTS;2017-02-28;0;3279.0;73;7;0;67;24;3;0.0;0.020303
DS;Print;FULL;STUDENTS;2017-03-31;0;3278.0;69;6;2;66;24;1;0.0;0.020128
DS;Print;FULL;STUDENTS;2017-04-30;0;3145.0;55;6;0;84;23;3;0.0;0.025625
DS;Print;FULL;STUDENTS;2017-05-31;0;3179.0;51;7;1;75;28;3;0.0;0.023847
DS;Print;FULL;STUDENTS;2017-06-30;0;3101.0;34;2;1;84;33;5;0.0;0.026423
DS;Print;FULL;STUDENTS;2017-07-31;0;2927.0;24;4;0;130;66;5;0.0;0.041922
DS;Print;FULL;STUDENTS;2017-08-31;0;2864.0;50;8;2;83;36;6;0.0;0.028357
DS;Print;FULL;STUDENTS;2017-09-30;0;2813.0;97;10;0;96;50;6;0.0;0.03352
DS;Print;FULL;STUDENTS;2017-10-31;0;2865.0;203;13;1;114;38;5;0.0;0.040526
DS;Print;FULL;STUDENTS;2017-11-30;0;2918.0;137;16;3;88;22;8;0.0;0.030716
DS;Print;FULL;STUDENTS;2017-12-31;0;2862.0;97;11;2;90;27;4;0.0;0.030843
DS;Print;FULL;STUDENTS;2018-01-31;0;2912.0;79;5;1;61;15;5;0.0;0.021314
DS;Print;FULL;STUDENTS;2018-02-28;0;2878.0;63;4;0;64;35;6;0.0;0.021978
DS;Print;FULL;STUDENTS;2018-03-31;0;2845.0;68;9;1;76;25;8;0.0;0.026407
DS;Print;FULL;STUDENTS;2018-04-30;0;2814.0;52;7;0;57;32;7;0.0;0.020035
DS;Print;FULL;STUDENTS;2018-05-31;0;2739.0;45;7;2;73;49;3;0.0;0.025942
DS;Print;FULL;STUDENTS;2018-06-30;0;2662.0;43;9;0;81;44;4;0.0;0.029573
DS;Print;FULL;STUDENTS;2018-07-31;0;2554.0;27;7;2;100;41;4;0.0;0.037566
DS;Print;FULL;STUDENTS;2018-08-31;0;2458.0;39;7;0;78;57;7;0.0;0.03054
DS;Print;FULL;STUDENTS;2018-09-30;0;2343.0;86;10;0;88;53;1;0.0;0.035801
DS;Print;FULL;STUDENTS;2018-10-31;0;2475.0;173;18;1;101;14;6;0.0;0.043107
DS;Print;FULL;STUDENTS;2018-11-30;0;2553.0;119;15;1;61;1;5;0.0;0.024646
DS;Print;FULL;STUDENTS;2018-12-31;0;2592.0;73;15;0;44;2;7;0.0;0.017235
DS;Print;FULL;STUDENTS;2019-01-31;0;2626.0;69;1;2;33;2;2;0.0;0.012731
DS;Print;FULL;STUDENTS;2019-02-28;0;2653.0;69;2;0;34;0;8;0.0;0.012947
DS;Print;FULL;STUDENTS;2019-03-31;0;2586.0;55;6;0;58;0;6;0.0;0.021862
DS;Print;FULL;STUDENTS;2019-04-30;0;2654.0;38;3;0;32;1;8;0.0;0.012374
DS;Print;FULL;STUDENTS;2019-05-31;0;2673.0;48;4;1;32;0;7;0.0;0.012057
DS;Print;FULL;STUDENTS;2019-06-30;0;2653.0;35;5;3;39;1;6;0.0;0.01459
DS;Print;FULL;STUDENTS;2019-07-31;0;2652.0;21;4;2;39;0;6;0.0;0.0147
DS;Print;FULL;STUDENTS;2019-08-31;0;2656.0;37;6;0;30;0;8;0.0;0.011312
DS;Print;FULL;STUDENTS;2019-09-30;0;2721.0;88;3;4;22;1;4;0.0;0.008283
DS;Print;FULL;STUDENTS;2019-10-31;0;2770.0;103;3;2;49;3;8;0.0;0.018008
DS;Print;FULL;STUDENTS;2019-11-30;0;2790.0;63;9;3;49;0;9;0.0;0.01769
DS;Print;FULL;STUDENTS;2019-12-31;0;2804.0;54;1;1;37;1;1;0.0;0.013262
DS;Print;FULL;STUDENTS;2020-01-31;0;2807.0;56;1;0;45;4;7;0.0;0.016049
DS;Print;FULL;STUDENTS;2020-02-29;0;2789.0;56;4;1;56;11;11;0.0;0.01995
DS;Print;FULL;STUDENTS;2020-03-31;0;2791.0;62;8;2;49;9;8;0.0;0.017569
DS;Print;FULL;STUDENTS;2020-04-30;0;2850.0;75;5;3;27;1;2;0.0;0.009674
DS;Print;FULL;STUDENTS;2020-05-31;0;2875.0;54;2;4;30;0;8;0.0;0.010526
DS;Print;FULL;STUDENTS;2020-06-30;0;2886.0;30;3;1;17;0;6;0.0;0.005913
DS;Print;FULL;STUDENTS;2020-07-31;0;2895.0;34;4;1;24;0;4;0.0;0.008316
DS;Print;FULL;STUDENTS;2020-08-31;0;2911.0;37;4;0;14;1;9;0.0;0.004836
DS;Print;FULL;STUDENTS;2020-09-30;0;2929.0;47;4;1;26;0;8;0.0;0.008932
DS;Print;FULL;STUDENTS;2020-10-31;0;2968.0;83;4;2;43;0;7;0.0;0.014681
DS;Print;FULL;STUDENTS;2020-11-30;0;2994.0;66;4;1;28;2;11;0.0;0.009434
DS;Print;FULL;STUDENTS;2020-12-31;0;3010.0;51;0;2;29;1;7;0.0;0.009686
DS;Print;FULL;STUDENTS;2021-01-31;0;3030.0;41;6;0;26;0;3;0.0;0.008638
DS;Print;FULL;STUDENTS;2021-02-28;0;3039.0;52;4;2;45;1;4;0.0;0.014851
DS;Print;FULL;STUDENTS;2021-03-31;0;3032.0;33;3;1;35;2;7;0.0;0.011517
DS;Print;FULL;STUDENTS;2021-04-30;0;3026.0;27;3;1;33;1;4;0.0;0.010884
DS;Print;FULL;STUDENTS;2021-05-31;0;3007.0;19;0;1;33;1;6;0.0;0.010905
DS;Print;FULL;STUDENTS;2021-06-30;0;2987.0;21;0;0;34;1;5;0.0;0.011307
DS;Print;FULL;STUDENTS;2021-07-31;1;2960.0;29;0;0;56;0;0;27.0;0.018748
DS;Print;FULL;STUDENTS;2021-08-31;1;2947.0;31;0;0;44;0;0;13.0;0.014865
DS;Print;FULL;STUDENTS;2021-09-30;1;2943.0;30;0;0;34;0;0;4.0;0.011537
DS;Print;FULL;STUDENTS;2021-10-31;1;2946.0;30;0;0;27;0;0;-3.0;0.009174
DS;Print;FULL;STUDENTS;2021-11-30;1;2941.0;30;0;0;35;0;0;5.0;0.011881
DS;Print;FULL;STUDENTS;2021-12-31;1;2950.0;31;0;0;22;0;0;-9.0;0.00748
DS;Print;FULL;STUDENTS;2022-01-31;1;2963.0;31;0;0;18;0;0;-13.0;0.006102
DS;Print;FULL;STUDENTS;2022-02-28;1;2980.0;29;0;0;12;0;0;-17.0;0.00405
DS;Print;FULL;STUDENTS;2022-03-31;1;2995.0;29;0;0;14;0;0;-15.0;0.004698
DS;Print;FULL;STUDENTS;2022-04-30;1;3006.0;30;0;0;19;0;0;-11.0;0.006344
DS;Print;FULL;STUDENTS;2022-05-31;1;3015.0;30;0;0;21;0;0;-9.0;0.006986
DS;Print;FULL;STUDENTS;2022-06-30;1;3026.0;31;0;0;20;0;0;-11.0;0.006633
DS;Print;FULL;STUDENTS;2022-07-31;1;3036.0;30;0;0;20;0;0;-10.0;0.006609
DS;Print;FULL;STUDENTS;2022-08-31;1;3047.0;31;0;0;20;0;0;-11.0;0.006588
DS;Print;FULL;STUDENTS;2022-09-30;1;3056.0;30;0;0;21;0;0;-9.0;0.006892
DS;Print;FULL;STUDENTS;2022-10-31;1;3066.0;31;0;0;21;0;0;-10.0;0.006872
DS;Print;FULL;STUDENTS;2022-11-30;1;3078.0;31;0;0;19;0;0;-12.0;0.006197
DS;Print;FULL;STUDENTS;2022-12-31;1;3090.0;31;0;0;19;0;0;-12.0;0.006173
DS;Print;FULL;TIE_IN;2015-01-31;0;1739.0;135;5;2;33;1;0;0.0;0.0
DS;Print;FULL;TIE_IN;2015-02-28;0;1736.0;10;5;1;21;0;1;0.0;0.012076
DS;Print;FULL;TIE_IN;2015-03-31;0;1735.0;8;3;0;13;0;0;0.0;0.007488
DS;Print;FULL;TIE_IN;2015-04-30;0;1733.0;3;2;0;6;2;0;0.0;0.003458
DS;Print;FULL;TIE_IN;2015-05-31;0;1670.0;12;0;0;10;28;3;0.0;0.00577
DS;Print;FULL;TIE_IN;2015-06-30;0;1652.0;14;0;0;30;35;1;0.0;0.017964
DS;Print;FULL;TIE_IN;2015-07-31;0;1669.0;46;1;1;15;16;2;0.0;0.00908
DS;Print;FULL;TIE_IN;2015-08-31;0;1707.0;45;8;0;10;2;0;0.0;0.005992
DS;Print;FULL;TIE_IN;2015-09-30;0;1679.0;42;8;1;24;54;0;0.0;0.01406
DS;Print;FULL;TIE_IN;2015-10-31;0;1544.0;21;6;3;54;105;6;0.0;0.032162
DS;Print;FULL;TIE_IN;2015-11-30;0;1450.0;13;3;0;34;71;2;0.0;0.022021
DS;Print;FULL;TIE_IN;2015-12-31;0;1408.0;84;3;0;50;79;2;0.0;0.034483
DS;Print;FULL;TIE_IN;2016-01-31;0;1491.0;121;4;2;18;16;0;0.0;0.012784
DS;Print;FULL;TIE_IN;2016-02-29;0;1509.0;12;7;0;15;4;0;0.0;0.01006
DS;Print;FULL;TIE_IN;2016-03-31;0;1502.0;6;1;0;8;6;1;0.0;0.005302
DS;Print;FULL;TIE_IN;2016-04-30;0;1445.0;9;2;1;14;51;0;0.0;0.009321
DS;Print;FULL;TIE_IN;2016-05-31;0;1452.0;76;6;0;26;43;0;0.0;0.017993
DS;Print;FULL;TIE_IN;2016-06-30;0;1506.0;80;20;2;20;39;1;0.0;0.013774
DS;Print;FULL;TIE_IN;2016-07-31;0;1526.0;57;13;3;15;32;3;0.0;0.00996
DS;Print;FULL;TIE_IN;2016-08-31;0;1530.0;65;18;1;39;49;3;0.0;0.025557
DS;Print;FULL;TIE_IN;2016-09-30;0;1534.0;82;26;1;32;72;1;0.0;0.020915
DS;Print;FULL;TIE_IN;2016-10-31;0;1431.0;26;21;1;41;107;5;0.0;0.026728
DS;Print;FULL;TIE_IN;2016-11-30;0;1430.0;93;15;2;30;75;2;0.0;0.020964
DS;Print;FULL;TIE_IN;2016-12-31;0;1456.0;122;48;3;59;97;3;0.0;0.041259
DS;Print;FULL;TIE_IN;2017-01-31;0;1433.0;64;25;4;41;71;3;0.0;0.028159
DS;Print;FULL;TIE_IN;2017-02-28;0;1495.0;69;25;1;15;12;0;0.0;0.010468
DS;Print;FULL;TIE_IN;2017-03-31;0;1547.0;46;18;2;10;9;1;0.0;0.006689
DS;Print;FULL;TIE_IN;2017-04-30;0;1576.0;27;14;2;9;5;0;0.0;0.005818
DS;Print;FULL;TIE_IN;2017-05-31;0;1664.0;59;22;5;7;4;0;0.0;0.004442
DS;Print;FULL;TIE_IN;2017-06-30;0;1695.0;28;6;1;7;1;0;0.0;0.004207
DS;Print;FULL;TIE_IN;2017-07-31;0;1669.0;10;5;1;13;30;0;0.0;0.00767
DS;Print;FULL;TIE_IN;2017-08-31;0;1684.0;46;10;1;13;30;0;0.0;0.007789
DS;Print;FULL;TIE_IN;2017-09-30;0;1690.0;55;12;1;21;40;1;0.0;0.01247
DS;Print;FULL;TIE_IN;2017-10-31;0;1758.0;83;15;3;11;20;3;0.0;0.006509
DS;Print;FULL;TIE_IN;2017-11-30;0;1856.0;89;22;2;9;14;0;0.0;0.005119
DS;Print;FULL;TIE_IN;2017-12-31;0;1835.0;33;15;1;21;57;0;0.0;0.011315
DS;Print;FULL;TIE_IN;2018-01-31;0;1824.0;67;20;1;22;82;2;0.0;0.011989
DS;Print;FULL;TIE_IN;2018-02-28;0;1830.0;30;13;2;15;20;1;0.0;0.008224
DS;Print;FULL;TIE_IN;2018-03-31;0;1832.0;24;5;0;18;12;3;0.0;0.009836
DS;Print;FULL;TIE_IN;2018-04-30;0;1846.0;18;7;2;5;7;0;0.0;0.002729
DS;Print;FULL;TIE_IN;2018-05-31;0;1811.0;12;9;0;16;52;1;0.0;0.008667
DS;Print;FULL;TIE_IN;2018-06-30;0;1709.0;12;3;2;28;87;1;0.0;0.015461
DS;Print;FULL;TIE_IN;2018-07-31;0;1644.0;8;2;0;18;56;0;0.0;0.010532
DS;Print;FULL;TIE_IN;2018-08-31;0;1572.0;19;2;1;21;73;1;0.0;0.012774
DS;Print;FULL;TIE_IN;2018-09-30;0;1477.0;15;3;0;16;81;3;0.0;0.010178
DS;Print;FULL;TIE_IN;2018-10-31;0;1463.0;25;9;1;13;44;2;0.0;0.008802
DS;Print;FULL;TIE_IN;2018-11-30;0;1378.0;20;6;0;33;89;1;0.0;0.022556
DS;Print;FULL;TIE_IN;2018-12-31;0;1241.0;20;4;1;24;134;1;0.0;0.017417
DS;Print;FULL;TIE_IN;2019-01-31;0;1163.0;27;0;1;22;84;1;0.0;0.017728
DS;Print;FULL;TIE_IN;2019-02-28;0;1077.0;13;6;0;27;77;4;0.0;0.023216
DS;Print;FULL;TIE_IN;2019-03-31;0;1036.0;17;10;0;15;46;1;0.0;0.013928
DS;Print;FULL;TIE_IN;2019-04-30;0;1006.0;12;4;0;13;35;2;0.0;0.012548
DS;Print;FULL;TIE_IN;2019-05-31;0;972.0;19;7;0;19;47;0;0.0;0.018887
DS;Print;FULL;TIE_IN;2019-06-30;0;921.0;16;2;0;19;42;2;0.0;0.019547
DS;Print;FULL;TIE_IN;2019-07-31;0;911.0;8;4;1;7;16;1;0.0;0.0076
DS;Print;FULL;TIE_IN;2019-08-31;0;879.0;14;3;0;14;42;2;0.0;0.015368
DS;Print;FULL;TIE_IN;2019-09-30;0;834.0;12;7;1;18;37;2;0.0;0.020478
DS;Print;FULL;TIE_IN;2019-10-31;0;746.0;9;3;0;22;83;2;0.0;0.026379
DS;Print;FULL;TIE_IN;2019-11-30;0;678.0;20;1;0;17;65;2;0.0;0.022788
DS;Print;FULL;TIE_IN;2019-12-31;0;611.0;6;4;1;22;59;0;0.0;0.032448
DS;Print;FULL;TIE_IN;2020-01-31;0;562.0;12;4;1;17;53;1;0.0;0.027823
DS;Print;FULL;TIE_IN;2020-02-29;0;529.0;11;8;1;8;36;2;0.0;0.014235
DS;Print;FULL;TIE_IN;2020-03-31;0;517.0;16;1;0;6;22;0;0.0;0.011342
DS;Print;FULL;TIE_IN;2020-04-30;0;512.0;10;4;0;3;16;2;0.0;0.005803
DS;Print;FULL;TIE_IN;2020-05-31;0;496.0;5;4;1;8;17;2;0.0;0.015625
DS;Print;FULL;TIE_IN;2020-06-30;0;496.0;7;7;1;3;12;0;0.0;0.006048
DS;Print;FULL;TIE_IN;2020-07-31;0;492.0;8;3;0;3;12;1;0.0;0.006048
DS;Print;FULL;TIE_IN;2020-08-31;0;476.0;2;0;0;4;14;1;0.0;0.00813
DS;Print;FULL;TIE_IN;2020-09-30;0;458.0;4;0;0;4;16;2;0.0;0.008403
DS;Print;FULL;TIE_IN;2020-10-31;0;436.0;3;4;0;9;16;1;0.0;0.019651
DS;Print;FULL;TIE_IN;2020-11-30;0;415.0;1;0;0;7;15;2;0.0;0.016055
DS;Print;FULL;TIE_IN;2020-12-31;0;383.0;1;1;0;11;19;1;0.0;0.026506
DS;Print;FULL;TIE_IN;2021-01-31;0;363.0;4;1;0;2;24;1;0.0;0.005222
DS;Print;FULL;TIE_IN;2021-02-28;0;339.0;1;2;0;5;21;0;0.0;0.013774
DS;Print;FULL;TIE_IN;2021-03-31;0;326.0;3;2;0;4;14;0;0.0;0.011799
DS;Print;FULL;TIE_IN;2021-04-30;0;313.0;3;2;0;4;13;3;0.0;0.01227
DS;Print;FULL;TIE_IN;2021-05-31;0;299.0;5;3;0;4;14;1;0.0;0.01278
DS;Print;FULL;TIE_IN;2021-06-30;0;287.0;4;0;0;2;18;0;0.0;0.006689
DS;Print;FULL;TIE_IN;2021-07-31;1;288.0;1;0;0;0;0;0;-1.0;0.0
DS;Print;FULL;TIE_IN;2021-08-31;1;288.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2021-09-30;1;288.0;1;0;0;1;0;0;-0.0;0.003472
DS;Print;FULL;TIE_IN;2021-10-31;1;284.0;0;0;0;4;0;0;4.0;0.013889
DS;Print;FULL;TIE_IN;2021-11-30;1;281.0;1;0;0;4;0;0;3.0;0.014085
DS;Print;FULL;TIE_IN;2021-12-31;1;274.0;0;0;0;7;0;0;7.0;0.024911
DS;Print;FULL;TIE_IN;2022-01-31;1;275.0;2;0;0;1;0;0;-1.0;0.00365
DS;Print;FULL;TIE_IN;2022-02-28;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-03-31;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-04-30;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-05-31;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-06-30;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-07-31;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-08-31;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-09-30;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-10-31;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-11-30;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Print;FULL;TIE_IN;2022-12-31;1;275.0;0;0;0;0;0;0;-0.0;0.0
DS;Digi;PLUS;BASE;2015-01-31;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-02-28;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-03-31;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-04-30;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-05-31;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-06-30;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-07-31;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-08-31;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-09-30;0;0.0;0;0;0;0;0;0;0.0;0.0
DS;Digi;PLUS;BASE;2015-10-31;0;0.0;0;0;0;0;0;0;0.0;0.0
